videoId,title,date,duree_sec,vues,likes,commentaires,type
uocETPj4Jx4,"Extreme $500,000 Game Of Tag!",2021-09-04,753,232640171,4793989,97197,video
zxYjTTXc-J8,"Last To Leave Circle Wins $500,000",2021-08-31,1064,554131910,7885599,131750,video
hxwpkM5w3Cc,I Got Hunted By The FBI,2021-08-07,951,268845451,4896459,97351,video
ktyJIj6i4Qw,"If You Can Carry $1,000,000 You Keep It!",2021-07-24,607,266720612,3935228,78775,video
urtFrxDUV6c,"Would You Quit School For $100,000?",2021-07-10,612,190156912,3704504,82934,video
nM89Wl03Q4g,I Survived 50 Hours In A Maximum Security Prison,2021-06-26,754,298476990,4471814,98989,video
NZlClr_ivb4,"Hit The Target, Win $300,000",2021-06-12,797,221656030,3774431,80130,video
E6E22XQPhhg,Anything You Can Fit In The Triangle I’ll Pay For,2021-06-01,968,268908099,3670366,82214,video
TQHEJj68Jew,I Got Hunted By A Real Bounty Hunter,2021-04-24,808,238255501,4372373,119890,video
WcwGleN38zE,"Extreme $100,000 Game of Tag!",2021-04-17,999,271475021,4015393,116321,video
fMfipiV_17o,"Would You Sit In Snakes For $10,000?",2021-04-10,847,398497457,5775607,139749,video
ayXxwJJId_c,"I Bought The World's Largest Mystery Box! ($500,000)",2021-04-03,650,302662733,5545980,174003,video
9bqk6ZUsKyA,I Spent 50 Hours Buried Alive,2021-03-27,760,340146953,8335196,242210,video
DuQbOQwVaNE,"Offering People $100,000 To Quit Their Job",2021-03-13,627,169883495,3544817,111255,video
vJH28ICkCdU,I Sold My House For $1,2021-03-06,560,187982734,4083158,116675,video
_uwNDiU04zE,"I Donated $300,000 To People In Need",2021-02-13,654,57381972,3024759,142938,video
C680oxL__ck,"I Ate $100,000 Golden Ice Cream",2021-01-22,797,305600098,6167765,172777,video
5Fg9oZk-5uA,I Bought Everything In 5 Stores,2021-01-09,830,213877972,5769307,191386,video
PKtnafFtfEo,YOUTUBE REWIND: 2020,2021-01-01,391,73442429,5017844,272792,video
f0c7pSCoZqE,"I Put 1,000,000,000 Christmas Lights On A House (World Record)",2020-12-23,682,134792851,3004684,105782,video
dg2Ag3e8W-Q,I Opened A Restaurant That Pays You To Eat At It,2020-12-19,572,205821314,5190222,723930,video
LeYsRMZFUq0,"I Gave People $1,000,000 But ONLY 1 Minute To Spend It!",2020-12-15,858,242843824,7081947,185260,video
Dc2ZRmuH5OM,"Steal This $100,000 Diamond, You Keep It",2020-11-28,843,231746457,3694452,92257,video
GLoeAJUcz38,"Press This Button To Win $100,000!",2020-11-14,911,362588726,4854307,92813,video
SZQhgExjBvQ,I Survived 24 Hours Straight In Ice,2020-10-29,694,183763305,4265101,192720,video
IoZri9hq7z4,I Uber’d People And Let Them Keep The Car,2020-10-24,851,154213202,4232379,85713,video
vp5sSqyZ5Go,I Filled My Brother’s House With Slime & Bought Him A New One,2020-10-10,565,261233203,4132024,116053,video
AKJfakEsgy0,Hi Me In 5 Years,2020-10-04,128,147740118,7343400,261948,video
Vl3swga-Xrk,"Would You Rather Have A Giant Diamond or $100,000?",2020-09-26,744,207707163,3084357,71543,video
UE5AHE2Ypr8,"I Gave My 40,000,000th Subscriber 40 Cars",2020-09-19,1031,213502637,4889994,184874,video
TDiXxsQ0w2Q,Why I Haven’t Been Uploading,2020-09-17,354,59378794,2781187,94031,video
oD155zWANQg,"Get This Random Person 1,000,000 Subscribers",2020-09-05,845,87801925,2645538,119558,video
s1ax8Tx_Jz0,Would YOU Rather Have A Lamborghini or This House?,2020-08-22,1106,234110891,4176406,150686,video
NkE0AMGzpJY,"Last To Leave $800,000 Island Keeps It",2020-08-15,1275,296814931,5904244,224169,video
FbM1yi4mMMc,I Bought A Private Island,2020-08-13,697,185957138,4007843,126927,video
5V2B28OqfqM,"I Spent $1,000,000 On Lottery Tickets and WON",2020-08-08,613,152518497,3415098,85213,video
Rj_vssRaZlQ,I Ate The World’s Largest Slice Of Pizza,2020-08-01,483,334397627,4942817,138361,video
YQDDm9HLkV4,I Adopted EVERY Dog In A Dog Shelter,2020-07-23,964,280916874,5006661,207018,video
erQ_9yEz0ls,"$1 vs $100,000 Firework!",2020-07-03,669,266896306,5556206,181961,video
OAbP-V6fEVc,I Broke Into A House,2020-06-25,842,211075640,3970174,197637,video
_qAJMXfL6o0,"Would You Rather Have $100,000 OR This Mystery Key?",2020-06-13,1075,286369799,4261045,121189,video
59AYXzCa-Cs,I Built The World's Largest Lego Tower,2020-06-06,836,220411919,3651250,76936,video
r7zJ8srwwjk,I Spent 50 Hours In Solitary Confinement,2020-05-30,952,342324190,5101672,116679,video
YSoJPA8-oHc,If You Click This Video I'll Give My Friend .001$,2020-05-23,1041,229121412,7546511,169026,video
5Hg_QSIJm8I,"I Gave $200,000 To People Who Lost Their Jobs (Corona Virus)",2020-05-07,919,47377435,1401023,63293,video
gsWPpE4Rid0,Videos I Could Not Upload...,2020-04-30,812,175254495,4133455,65569,video
HBMmK1c44sE,I Spent 24 Hours In A Doomsday Bunker,2020-04-11,719,229539601,3428083,79129,video
oBYbxw8f5OI,"Giving $1,000,000 Of Food To People In Need",2020-03-27,749,69432941,1952784,64571,video
AiGKBNGlzHo,I Ran A Marathon In The World's Largest Shoes,2020-03-21,829,188646164,3535912,70278,video
_mdKvblL_8s,"$70,000 Extreme Hide And Seek - Challenge",2020-03-13,1041,162228903,2810490,66966,video
yXWw0_UfSFg,Anything You Can Fit In The Circle I’ll Pay For,2020-03-07,1183,335788261,5324907,113190,video
F4Y3Pkn95GI,"I Ate A $70,000 Golden Pizza",2020-02-29,756,285832866,4463127,110385,video
KSKJKLmAqpI,"Lambo Race, Winner Keeps Lambo",2020-02-08,888,152423546,2758849,54911,video
IYVjOfoU3uI,I Gave My Credit Card To Random People,2020-02-01,1008,202530338,4134102,97437,video
oI6aXhowFDY,"Get Every Boy Scout Badge, Win $10,000",2020-01-25,818,131296094,2313802,45733,video
LdMx2U5tby0,"$60,000 Extreme Hide And Seek - Challenge",2020-01-17,1079,179355855,2988742,50636,video
fY-LA3YaZ_M,"How I Gained 15,000,000 Subscribers In 1 Year",2020-01-03,394,19784708,895339,39583,video
0hVZOJCYBBM,Important Youtube Announcement (please watch),2019-12-28,155,39584260,2414211,124934,video
Z9WQy9jEY8M,"Giving 10,000 Presents To Kids For Christmas",2019-12-23,828,83112493,3161023,170377,video
bs0SWXbty18,"Spending $1,000,000 In 24 Hours",2019-12-21,910,209781439,4882060,127278,video
yeqARWqjkps,"Last To Take Hand Off $1,000,000 Keeps It",2019-12-19,917,151924852,3453758,295456,video
wMuYiLby3-s,"Last To Stop Riding Bike Wins $1,000,000 (Part 4)",2019-12-14,705,68891475,1505374,91484,video
NbaWrbJDr48,"Last To Leave Toilet Wins $1,000,000 (Part 3)",2019-12-07,946,105056541,1964037,48646,video
sfv1QaRzJg8,I Ordered Pizza And Tipped The House,2019-12-05,770,163372236,4434794,105538,video
RwnN2FVaHmw,"Last to Stop Swinging Wins $1,000,000 (Part 2)",2019-11-30,783,148177930,2383088,80610,video
X1jMMFOqxEw,"$50,000 Game Of Extreme Hide And Seek - Challenge",2019-11-28,828,170015113,3123210,51224,video
ORUX1lHbOa8,I Opened A FREE BANK,2019-11-23,652,129078281,3045948,94079,video
LU_xVr4b2qM,"Going Around A Ferris Wheel 1,000 Times Straight",2019-11-16,776,135067540,2636362,49865,video
tQ4m4zD7BBA,"Last To Fall Wins $1,000,000 (Part 1)",2019-11-14,1017,170018693,3170476,56624,video
D9lVNzyhYnc,Surviving 24 Hours Straight In The Bermuda Triangle,2019-11-09,701,268868156,4483101,100044,video
jokVbbLqV_E,"I Spent $100,000 On Lottery Tickets And Won!",2019-10-31,910,58437701,1435432,29814,video
HPJKxAhLw5I,"Planting 20,000,000 Trees, My Biggest Project Ever!",2019-10-25,443,119153198,4542976,160075,video
Ims5p6wjW9s,"Last To Take Hand Off Boat, Keeps It",2019-10-19,1008,137423738,2157732,57058,video
anFxsa5jXrE,"I Searched 100 Dumpsters, Here's What I Found",2019-10-12,1029,235075035,3208264,57159,video
QxGVgXf_LNk,"Going Through The Same Drive Thru 1,000 Times",2019-10-05,938,316950831,5255770,132423,video
al6130OD1Ck,"Donating $100,000 To Random Streamers",2019-09-28,886,67568997,1918141,42414,video
d1010B3sKNQ,Surviving 24 Hours Straight In A Rain Forest,2019-09-21,789,147304708,2733282,73225,video
NS3hse9ezik,"Last To Leave Ramen Noodle Pool Wins $20,000",2019-09-13,872,78664255,1604393,43609,video
npDey6_9YRs,"Anything You Can Carry, I'll Pay For #2",2019-09-06,839,92647693,1757052,34683,video
0NGWT9COcEI,"I Gave My Brother 24 Hours To Spend $100,000",2019-08-31,788,109473600,2594555,56541,video
3LLnjRLrvLU,I Opened A Free Car Dealership,2019-08-29,920,158432063,3552078,136997,video
bTrV5v7GLcQ,"Last To Leave Pool Of $20,000 Keeps It",2019-08-24,999,188147143,3361951,81615,video
lBYC4_Lccjw,Surviving 24 Hours On A Deserted Island,2019-08-22,832,216163200,3682791,80441,video
gL6iSCSHjco,"Last To Leave Roller Coaster Wins $20,000 - Challenge",2019-08-17,907,168500096,3066029,66395,video
UQtltNZ_pjs,I Won Every Prize At A Theme Park,2019-08-15,802,189251094,3031326,67658,video
0DaMUhgcAqo,Destroying My Friend's Car And Surprising Him With A New One,2019-08-10,883,116012996,2867962,61025,video
TOcGSwJBPMQ,I Spent 24 Hours Straight At Area 51,2019-08-02,915,197393844,4020027,99879,video
ws694xrKopA,"Can 50,000 Magnets Catch A Cannon Ball?",2019-07-20,569,136081530,2218803,46270,video
UtnsWzaoRtg,World's Largest Game Of Dodgeball,2019-07-12,677,93680462,1708996,56833,video
6wsFjjhZPJI,"Last To Leave Revolving Door Wins $50,000",2019-07-02,824,171082068,3706981,179773,video
Rmf6T_Ewt38,Tipping Waitresses With Real Gold Bars,2019-06-21,727,70960768,1821957,83500,video
n6qc4LHN2KQ,I Opened The World's First FREE Store,2019-06-15,891,98537240,2396096,76100,video
2eFSU7TFOnk,Spending 24 Hours On Top Of A Mountain,2019-06-13,924,233169398,4092727,116354,video
RCvnytndd9c,"Last To Leave VR Wins $20,000",2019-06-08,858,170289560,3293709,93763,video
AA-VpIj8F5Y,"Last To Stop Running Wins $20,000",2019-06-06,898,124462172,2390225,65741,video
fWcSBWadolA,"Paying People $10,000 To Eat Ghost Pepper",2019-06-01,886,40983904,1115534,34529,video
YyhKdOCwD7s,24 Hours In The Most Haunted Place On Earth,2019-05-30,907,155824095,3156921,139552,video
ha4tRQwKIUg,I Bought Everything In A Store - Challenge,2019-05-18,1016,170630475,4342534,180134,video
xRwy_rKc7gI,"Last To Leave World's Largest Bowl Of Cereal Wins $10,000",2019-05-15,942,267022849,3514662,87285,video
H1WBdh56Vq4,Spending 24 Hours In A City With No Laws,2019-05-07,869,191452530,3032693,67392,video
xhIYirjB4Yc,"Giving $10,000 To Random People And Saying Nothing",2019-04-30,959,83852015,1855718,49543,video
HfJMs4mrSJM,Molten Lava Vs Giant Ice Block Experiment,2019-04-27,458,100924228,1856532,41075,video
tYHTVjfShOA,"Anything You Can Carry, I'll Pay For Challenge",2019-04-20,909,94542461,1794996,90311,video
JTQcIR2ZxU4,Homeless Man Buys A Lamborghini,2019-04-18,860,204616550,4376440,80929,video
xpNeg0hPZIs,Playing Battleship With Real Ships,2019-04-06,932,38530354,1010136,34317,video
9yrdFAJUSaU,"Donating $100,000 To Shroud In Real Life",2019-04-04,854,32393409,873324,19831,video
i2O6GMpNWGo,"Last To Leave The Tesla, Keeps It Challenge",2019-03-29,1109,122305388,2090333,44641,video
Y6jC6VaO3j0,"Donating $100,000 To Streamers With 0 Viewers",2019-03-24,877,113233689,3609500,77201,video
Ooke4YZv8Ts,Surviving 24 Hours Straight In A Desert,2019-03-16,844,189492363,3427710,96561,video
ZV7rU6lnAKQ,"$200,000 Youtuber Battle Royale",2019-03-12,816,57042756,1740486,141803,video
iUzi5JmJNWc,Surprising Strangers With 100 Zombies - Experiment,2019-03-03,589,61506751,1786219,55238,video
9cCpZl8euLI,I Gave A Homeless Man A Home,2019-02-28,777,89039161,2232587,111036,video
I046_n20d3s,Standing Still For 24 Hours Straight - Statue Challenge,2019-02-22,1096,125726278,2044204,36693,video
2nd73lyvq4w,Giant Monopoly Game With Real Money,2019-02-15,895,138531242,2492702,68138,video
nuM0Z4a7kMs,I Spent 24 Hours Straight In Insane Asylum,2019-02-10,956,123947300,2354908,133041,video
qPBtTPJHS0Q,I Advertised Pewdiepie At The Super Bowl,2019-02-04,765,45309619,1244089,63984,video
A-vX1AGBGsc,"Pass All 12 Grades, Win $10,000",2019-01-31,1051,237737979,3561538,142716,video
IiW2smvEcBM,I Opened The World’s Cheapest Store,2019-01-26,919,41771647,1142485,82190,video
q6Qw8mUVTrE,I Put 10 Million Legos in Friend's House,2019-01-18,917,119579975,1733328,62201,video
dBxOYE2j55U,Make This Video The Most Liked Video On Youtube,2019-01-16,791,155558765,30164945,309019,video
984NGLLYDUg,"20,000 Magnets Vs A Car",2019-01-14,723,34510970,768523,23381,video
7zi0bi-RDj4,"Eating A $10,000 Golden Steak (24k Gold)",2019-01-11,990,164521598,2448634,89158,video
XaxhLbxZ13k,Last To Take Hand Off House Keeps It!,2019-01-08,1050,102762925,1685256,44286,video
L8nh1wuXTbI,"I Gave Him One Hour To Spend $100,000!",2019-01-01,825,83757688,1649210,68156,video
9-HphHIJS9c,"How I Gave Away $1,000,000",2018-12-25,914,14575860,487731,33591,video
rPXmbM2UEbU,"Giving $100,000 To A Homeless Person",2018-12-23,884,31589160,1022091,69815,video
sESRuTyfsEk,I Spent 24 Hours Straight In Prison - Challenge,2018-12-19,781,120053677,2118313,73911,video
QapO3maXd9k,Donating $10000 To Pewdiepie,2018-12-16,915,47427565,1724478,49005,video
71VpdDb8e6U,"Last Youtuber To Leave Wins $100,000 - Challenge",2018-12-12,1479,106857299,2161280,94409,video
Su34c5Z8DW4,I Put Millions Of Pennies In My Friends Backyard,2018-12-08,881,190181187,2851354,64163,video
e5DqdX-7_g4,Surprising TFue With A Fortnite Battle Bus In Real Life,2018-12-07,865,103342684,1888671,62962,video
9vB-48kHbBU,I Built A Giant House Using Only Legos,2018-12-02,829,65347990,1033916,48558,video
3ix_gbcubTo,"Last To Leave Slime Pit Wins $20,000 - Challenge",2018-11-30,1070,152158212,2420504,73136,video
mGIpOtncmSM,"Saying Pewdiepie 100,000 Times",2018-11-25,42520,26717394,1686096,166166,podcast
VqnQ-0q2gb4,Destroyed Friend's House And Bought Him A New One,2018-11-24,878,43968169,1128412,67696,video
3TflpIllQHY,I Put 100 Million Orbeez In My Friend's Backyard,2018-11-22,885,252325555,5447690,141826,video
1SwVSTKFCsc,"Spending $40,000 In One Hour Challenge",2018-11-17,843,44993429,930361,54353,video
ZPuEUe_8SRM,"Giving My 10,000,000th Subscriber 10,000,000 ___",2018-11-13,1099,29909422,814061,32037,video
gKVZz4kcuns,"$10,000 Games Of Rock Paper Scissors",2018-11-04,772,18661910,511772,24974,video
nywT2SenPIo,"Last To Remove Hand, Gets Lamborghini Challenge",2018-11-02,1185,97720860,1718424,73539,video
xBP9EUQIkNs,"You Pick The Right Cup, You Win $100,000!",2018-10-28,1055,36322624,972778,35245,video
qZNxvnQv0h4,I Bought Every Billboard In My City For This,2018-10-26,931,38868273,1311558,104966,video
uE6gud1voDs,"Ordering Water Then Tipping $30,000",2018-10-23,705,46421496,1205435,46327,video
f0M64XpmTz8,"I Spent $50,000 On Lottery Tickets And Won ____",2018-10-19,1014,31434334,745228,33213,video
Gz3yak1cl-8,"Last To Leave Circle Wins $10,000 - Challenge",2018-10-12,996,99028070,1677408,58941,video
9GD6hbqu2oM,I Spent 24 Hours Straight In Slime,2018-10-09,878,44161668,934334,32639,video
GUWGsIVEMSQ,"Surprising Tfue With $10,000 Live - Fortnite",2018-10-04,923,75697425,1539581,47112,video
wDqJZ_2ZA3A,"I Spent $30,000 On Lottery Tickets And Won ____",2018-09-28,934,17383482,425641,21561,video
RywkkwO78m8,Flat Earth PROVEN By Independent Research,2018-09-22,712,29008236,793989,133222,video
P4qWhSZ7_WA,Things That SHOULDN'T Be Sold On Amazon,2018-09-21,846,152889293,2298081,55663,video
UlUcwJc5nBs,"Surprising My 8,000,000th Subscriber With 8,000,000 ___",2018-09-19,1132,37445037,584235,18306,video
qAW6CE7_bFM,"I Donated $25,000 To Random Kids Streaming Fortnite",2018-09-14,1057,66319443,1324335,39597,video
tBEBc4KQVsU,I Hope This Magic Trick Works,2018-09-11,982,43713725,715545,18779,video
q0OK-zHnvnA,Can A Glowing 1000 Degree Sword Slice A Car In Half?,2018-09-06,598,70061436,1137716,37631,video
bFZdU9dr4OM,Rocket League In Real Life!,2018-09-01,775,28837118,539794,16089,video
nd-bwvNB7YA,Destroying My Friend's Car And Surprising Him With A New One - Slime,2018-08-28,971,122308413,2496613,66942,video
6_im_hGxGRk,Spending 24 Hours Straight Under Water Challenge,2018-08-24,911,146034865,3572822,105390,video
b91vrgVY-ZQ,"Attempting The Impossible Maze - $10,000 Challenge",2018-08-15,1187,57148694,1006604,32068,video
52ubXjlVzUY,"Donating $100,000 To A Random Fortnite Streamer",2018-08-05,1377,53709236,1112829,50414,video
XHb7g6yuGgE,Moving 10 Pounds Using ONLY Sound,2018-08-02,826,45934652,1209641,49639,video
rH1D_3G56DY,Returning Destroyed Rental Cars Prank,2018-07-27,630,37473826,621260,17383,video
-0zoWMSEOGg,"I Gave My 6,000,000th Subscriber 6,000,000 ____",2018-07-25,1113,17752242,393981,31990,video
WRzIuC2MKOU,"Can 1,000 Fans At Max Speed Push A Car?",2018-07-17,713,28831656,619489,36490,video
foLlul8Tl3E,"I Donated $50,000 To Ninja - Fortnite",2018-07-14,1074,98689232,2142139,59248,video
3iaDrpKdaIc,I Ubered Random People In A Tank,2018-07-11,604,30261701,861531,42974,video
qrIh-ZHN4-E,World's Hottest Substance Vs Coldest Substance,2018-06-30,712,97568248,1785643,53751,video
mpZWt5pGKZ8,The Real Way Dinosaurs Went Extinct,2018-06-28,351,29718258,806255,43544,video
vbph9F_pRNI,I Donated $1000 Every Time She Blinked - Fortnite Streamers,2018-06-24,946,21887770,639071,24440,video
XE9pUM9MEFA,I Built A Working Car Using Only LEGOS,2018-06-23,744,75379074,1644404,98613,video
wbzD04leeLI,Do Water Repellent Shoes Actually Work?,2018-06-22,698,132695843,2001050,63720,video
MC5h-ShR-S8,"We Drove 3,000 Miles For The World's Best Burger",2018-06-09,829,55203235,1222020,93640,video
dp8IaLrZpGs,"I Gave My 5,000,000th Subscriber 5,000,000 ______",2018-06-08,671,11369951,292346,18918,video
97Gh93Daio0,I Made Money Grow On Trees,2018-06-01,634,17391321,429655,35896,video
t4OumncEiKo,I Took Apart My Friends Car And Put It In His Room,2018-05-25,616,15957621,316267,12168,video
Ejou8aa5eZk,How Many Rubber Bands Does It Take To Snap A Safe?,2018-05-22,616,37434332,910967,43987,video
ehEuczQUh8E,Pulling Cars Over Using A Toy Police Car,2018-05-13,797,24800928,541835,18408,video
uBC7805Smsg,"I Gave $500,000 To Random People",2018-05-11,903,15250975,452619,30515,video
d8pJkuSp1iI,How Many Toy Cars Does It Take To Pull A Real Car?,2018-05-04,708,41390807,760136,26709,video
dFr5YQaQQdo,"I Gave $20,000 To People From An Ice Cream Truck",2018-05-02,822,14818213,346587,20935,video
xBLxMfO3pDw,$10000 Ice Sculpture Vs Flame,2018-05-01,909,23950959,503211,29481,video
d7QmQtNwhcU,"Can 1,000 Rolls Of Duct Tape Stop A Car??",2018-04-30,623,27012181,545183,24293,video
NZR4WEjpOQg,Winning A Game Of Fortnite In The Middle Of The Ocean,2018-04-25,584,31545507,779835,46712,video
vETSAZgfDP4,I Flew Using Only Balloons AND Leaf Blowers,2018-04-23,678,32850391,651406,44294,video
zE3FLbpu9-Q,"I Donated $40,000 To A Random Twitch Fortnite Streamer (world record)",2018-04-21,1277,24618839,629836,28909,video
Izmibu7dxcs,Destroying My Friend's Car And Surprising Him With A New One,2018-04-13,912,39342022,626531,35456,video
2Pvt8awds44,Walking Up To Random People With 100 StormTroopers,2018-04-11,604,20252719,501816,38044,video
n9BbAfbsyj0,"I Donated $10,000 If They Said This Word (Twitch Streamers)",2018-04-04,785,20148322,553977,21736,video
WZ2rYlVxt4g,"Giving My 4,000,000th Subscriber 4,000,000 Cookies",2018-04-02,641,13417357,341487,24042,video
CWK6an4mYL0,"I Tipped Waitresses $20,000",2018-03-30,744,15021789,355390,19463,video
VwWV4JelEzY,Walking Into Random Stores With 100 Dinosaurs,2018-03-22,612,33839227,894694,44174,video
koRKIlRQj4g,I Built A Mansion Using Only Cardboard Boxes,2018-03-20,428,25936525,573695,23215,video
XKFKPQHdWRI,Breaking Glass Using Only Megaphones,2018-03-17,534,54415082,1401765,74194,video
yuGEB4ZZdUQ,Tying My Shoes In Every State (World Record),2018-03-16,910,18180418,452968,40778,video
sg_XFT4K3N4,"I Dropped $20,000 From A Drone",2018-03-08,705,7839171,248256,16992,video
szt8xabJoSo,"Donating $10,000 To Fortnite Streamers If They Win",2018-03-03,871,11391251,273395,15606,video
Fbl3E_XCQfA,Trying To Fly Using Only Leaf Blowers,2018-03-01,782,18459996,427691,28309,video
Pe3pGsCeYXg,"Giving 3,000,000 Pennies To My 3,000,000th Subscriber",2018-02-22,610,8876272,235237,21747,video
yzGmnjDFuZE,"I Donated $30,000 To My Favorite Twitch Streamer (ninja)",2018-02-21,677,36809788,857534,38293,video
op0N7axawJA,"I Gave $20,000 To Random Homeless People",2018-02-17,656,47735861,1303307,72217,video
l_huIWJBhJM,I Bought An Expensive Car Using Only $1 Bills,2018-02-13,629,37748641,1075581,35030,video
7ALCsEyn3mg,I Bought The World's Most Expensive Apps ($10k),2018-02-08,619,27120053,759137,24687,video
CvMRiR4k49Y,We Delivered 100 Pizzas To Random Houses,2018-02-02,603,9224448,227789,10871,video
g2rbhIB-ITM,"I Donated $30,000 To A Random Twitch Streamer (world record)",2018-01-28,1106,32931088,1051432,54349,video
nLpqZEAFnkE,I Bought A Car Using Only Pennies,2018-01-25,728,26659836,719347,38179,video
sirrTXiPFmw,I Bought One Snickers Bar From Every Walmart,2018-01-13,608,45133016,1117708,69267,video
nRkwuTOESCc,Donating Big Donations To Twitch Streamers!!!,2018-01-11,1118,27795506,580254,36023,video
AS6WMS_Bemg,I Can't Believe I Found This Stuff On Amazon..,2017-12-22,428,31384845,1187700,23591,video
wMn8d7IeCYM,"Saying ""Keep Net Neutrality"" For 10 Hours",2017-12-17,36002,2448063,84818,9749,podcast
BMZP4CtphaU,Life Hacks You Need To Know,2017-12-08,410,7409028,201231,10619,video
ln9aLVd__8w,"Can 100,000 Pieces Of Paper Stop A Bullet?",2017-12-06,759,26029832,480726,55935,video
93s1JECSy60,"Giving My Mom $100,000 (Proudest Day Of My Life)",2017-12-02,668,32557549,1547610,44774,video
YR6Wh2Zy9jE,"2,256 Miles In One Uber Ride (World Record)",2017-10-28,608,43947529,1112571,42352,video
5PCxQSMOl3o,i'm really sorry,2017-10-26,191,5969492,204342,10036,video
5qzAVMe_SnM,Hi Me In Two Years (Made Two Years Ago),2017-10-04,110,13811791,599578,38151,video
zAAXW7ySu1k,"Tipping Uber Drivers $10,000",2017-08-30,674,4673374,127796,7989,video
sx5k8xd_VoU,Going To The Connor McGregor fight!,2017-08-28,342,6137614,229403,11043,video
uotb9ZHnI2g,"Tipping Pizza Delivery Guys $10,000",2017-08-23,627,23178136,699855,39639,video
nPlqRbVFBHI,"Microwaving my iPhone, what happens next might shock you..",2017-08-20,336,2800488,123362,8451,video
_FX6rml2Yjs,"Saying Logan Paul 100,000 Times",2017-08-19,61567,23712300,929902,108337,podcast
kupaqq-xJ_8,"Donating $10,000 To Random Twitch Streamers",2017-08-15,882,10882268,226369,17587,video
Er6QUQZbv0w,Breaking The Law,2017-07-09,236,32241087,831965,33553,video
4KVmSG6KS2k,"Giving Homeless People $1,000 (Not Clickbait)",2017-06-28,527,6676677,229166,18782,video
Lx9fRu5ehFo,We Are Better Than Dude Perfect,2017-06-24,157,28144421,666610,37535,video
KcsRxHwGz7A,Every Challenge I've Ever Done,2017-06-23,85686,960395,29912,4528,podcast
ZJwX2jTXWwQ,Watching It's Everyday Bro For 10 Hours Straight,2017-06-17,36011,28329433,819210,69315,podcast
N_GMakKf7G4,"Giving A Random Homeless Man $10,000",2017-06-15,602,11395143,564854,33657,video
63gyUQ_JeOE,Toothpaste Life Hacks YOU SHOULD KNOW,2017-06-13,262,19791585,496803,15044,video
IZVbzNRUlQI,"Reading The Longest English Word (190,000 Characters)",2017-06-02,6889,35778209,816790,57349,stream
8D3vI1615K4,Fidget Spinner Vs Face (Legit Had To Get Stitches),2017-05-02,427,44798796,1673320,88528,video
igVcy5dtN80,Grilling A Microwave Microwaving A Microwave Microwaving A Toaster Toasting An Iphone Watching Micro,2017-03-30,188,2164145,72628,4957,video
dEOlvTqYUNo,#1 MOST INSANE MAGNET LIFE HACK EVER,2017-03-24,309,26312553,519468,17879,video
AS5CxLCWq-Q,Watching Dance Till You're Dead For 10 Hours,2017-03-21,36001,54761862,2607466,0,podcast
jtOalDNVrKM,I Can't Break My Strange Addiction,2017-03-19,285,1970049,95731,8804,video
dDYP56hEYF0,OMG! INSANE CUP FORT,2017-03-14,251,4166522,96203,9243,video
pJSbLk-Iixc,Savage Level 9000,2017-03-08,110,7416981,321103,14886,video
iengNekeTNo,Reading The Youtube Terms Of Service,2017-03-07,1557,578413,19855,3561,video
rqUvnLPvbrM,Reacting To The Reaction Of The Reaction To The Reaction Of The Reaction Of The Reaction To The Reac,2017-02-22,2009,7737937,321857,24591,video
9CVwXBYVqVk,"Counting To 200,000 (Road To A Mil)",2017-02-18,84878,4126123,155804,19134,podcast
i8pmk5xnO2s,Microwaving Dry Ice (Microwave Explodes),2017-02-09,356,3361111,96614,5635,video
xWcldHxHFpo,"I Counted To 100,000!",2017-01-09,85687,33396158,1527486,136893,podcast
YH1-fDzHHpo,we are number one but every one is a bad intro,2016-12-25,221,1993996,56259,8197,video
ntlG5XgYg4k,Microwaving A Microwave Microwaving A Toaster,2016-12-23,857,4984210,89490,14939,video
Qy17S3g8ZuY,HOW TO UNLOCK ANY IPHONE WITHOUT THE PASSCODE,2016-12-21,531,23175340,580197,33211,video
PJyWmlWNor8,WHY DO THEY SELL THIS ON AMAZON?,2016-12-18,511,8864463,714376,12998,video
KzwTYZ2W3ZA,Microwaving A Microwave,2016-12-09,545,11890312,439147,41157,video
9fa_JYTPZ2Y,IF YOU ONLY SEE ORANGE YOU'RE COLOR BLIND,2016-12-05,233,1847589,92760,7568,video
t1BWMa8btIw,I Mailed Myself IN A BOX & it REALLY WORKED! (Human Mail Challenge),2016-11-30,302,16551784,453820,15789,video
2O8wta4FsD4,STUPIDEST PERSN ON EART (Really Dumb),2016-11-28,262,2537187,183227,12287,video
dSDBr0WjrwQ,"Reading The Entire Bee Movie Script But Everytime They Say ""Bee"" I Repeat All the Previous Bees",2016-11-25,5459,11023307,215643,11808,stream
DbC9CauTXoM,THE WORST THINGS EVER TO EXIST,2016-11-19,280,3816267,326694,18082,video
yhNcDBnQsEY,BLOWING UP $1000 KEYBOARD *RIP WALLET*,2016-11-11,300,3889911,225331,4886,video
Wyyqz3OxB5c,MY $1000 KEYBOARD CHANGED MY LIFE,2016-11-03,213,13456713,352918,7772,video
KO8B2kw_Jxs,I BOUGHT A 1000$ KEYBOARD,2016-10-25,381,1643405,38414,2785,video
NEDPgQYhbqs,IF ONLINE ADS WERE REAL,2016-10-16,276,9905130,575909,17630,video
DpIvW6av0pI,IT FINALLY CAME IN THE MAIL,2016-10-10,303,366360,12117,1314,video
