videoId,title,date,duree_sec,vues,likes,commentaires
i8pmk5xnO2s,Microwaving Dry Ice (Microwave Explodes),2017-02-09,356,3361111,96614,5635
YH1-fDzHHpo,we are number one but every one is a bad intro,2016-12-25,221,1993996,56259,8197
ntlG5XgYg4k,Microwaving A Microwave Microwaving A Toaster,2016-12-23,857,4984210,89490,14939
Qy17S3g8ZuY,HOW TO UNLOCK ANY IPHONE WITHOUT THE PASSCODE,2016-12-21,531,23175340,580197,33211
PJyWmlWNor8,WHY DO THEY SELL THIS ON AMAZON?,2016-12-18,511,8864463,714376,12998
KzwTYZ2W3ZA,Microwaving A Microwave,2016-12-09,545,11890312,439147,41157
9fa_JYTPZ2Y,IF YOU ONLY SEE ORANGE YOU'RE COLOR BLIND,2016-12-05,233,1847589,92760,7568
t1BWMa8btIw,I Mailed Myself IN A BOX & it REALLY WORKED! (Human Mail Challenge),2016-11-30,302,16551784,453820,15789
2O8wta4FsD4,STUPIDEST PERSN ON EART (Really Dumb),2016-11-28,262,2537187,183227,12287
DbC9CauTXoM,THE WORST THINGS EVER TO EXIST,2016-11-19,280,3816267,326694,18082
yhNcDBnQsEY,BLOWING UP $1000 KEYBOARD *RIP WALLET*,2016-11-11,300,3889911,225331,4886
Wyyqz3OxB5c,MY $1000 KEYBOARD CHANGED MY LIFE,2016-11-03,213,13456713,352918,7772
KO8B2kw_Jxs,I BOUGHT A 1000$ KEYBOARD,2016-10-25,381,1643405,38414,2785
NEDPgQYhbqs,IF ONLINE ADS WERE REAL,2016-10-16,276,9905130,575909,17630
DpIvW6av0pI,IT FINALLY CAME IN THE MAIL,2016-10-10,303,366360,12117,1314
RPcXg2-0ejw,Bleach Bottle Flips (COP CALLED),2016-10-09,283,1249374,55307,3085
jhYG5BStQSk,Hi Me In A Year (Scheduled Uploaded A Year Ago),2016-10-04,119,1824381,57485,4813
wTIPpjUgAFE,Epic New Gaming And Youtube Setup 2016,2016-09-30,300,426991,15209,920
vBp0bzVr09s,LISTENING TO OLD VOICEMAILS FOR THE FIRST TIME,2016-08-28,313,401397,11982,1051
AXjdI_LHWJU,GAMBLING MONEY WITH SCRATCH OFF TICKETS,2016-08-26,476,3104572,59724,3395
dJCsc_Cq9i4,BEST WALMART TOILET PAPER FORT,2016-08-24,256,1481998,50711,2985
bqpKlkPpT10,100 LAYERS OF SARAN WRAP + TOILET PAPER!!,2016-08-23,463,3372671,139230,6763
TIIU1ivhLKs,WORST REVIEWS ON AMAZON #4 *FUNNY*,2016-08-21,203,1660883,124140,3556
G4qOiwIE_o0,HOW MUCH MONEY DO YOUTUBERS MAKE?,2016-08-14,205,3155468,151604,5453
yozl6enFC-w,THE WORST SONG ON YOUTUBE *CRINGE*,2016-08-08,248,851964,42155,6652
LP_mGU3CgXk,SURPRISING MY BROTHER WITH A LAPTOP,2016-08-07,176,1938985,127500,4540
DoIQMkoYSzw,"SELLING ORGANS FOR $1,000,000",2016-08-02,335,3629188,120490,7321
e-If_d_bzfI,POKEMON GO STEREOTYPES,2016-07-14,207,2329300,64657,2730
5J6-5g2alp8,"100,000 SUBSCRIBERS.EXE",2016-07-08,266,1553552,82110,7610
qjGNBluF6_I,WORST REVIEWS ON AMAZON #2 HOW IS THIS LEGAL?,2016-07-02,290,1206689,45892,5029
TLoDwqQF5ug,BLOWING UP MY TABLET,2016-07-01,152,186429,7663,1274
uAFGIQPWL54,Worst Reviews On Amazon #1 (Minecraft Edition),2016-06-26,127,722394,17278,1396
SaDDjW9Rw-M,WORST THUMBNAILS ON YOUTUBE #3,2016-06-21,184,942215,35291,1722
CHdy9wND1jo,REACTING TO MY OLD MINECRAFT VIDEOS (HORRIBLE),2016-06-19,523,1354774,35595,2732
9LiS_3HEErU,HOW TO MAKE A GOOD INTRO FOR YOUTUBE,2016-06-14,184,192457,6162,1363
hRj5qNfkdO0,WORST BANNERS ON YOUTUBE #1,2016-06-13,216,687121,19091,3604
ocruJKe2tFk,"50,000 Subscribers.exe",2016-06-11,215,607526,23361,3501
MgRMNzKknto,Dude Perfect 4.0 - We Are Totally Better,2016-06-06,213,440385,13085,1743
tqO3_AKC5Ks,CUTTING TABLE IN HALF WITH PLASTIC KNIVES,2016-06-04,245,3783827,165975,6887
XW1TsAVdXsw,BEST INTROS ON YOUTUBE #1,2016-06-01,185,28574087,811435,27314
Qhdj_Umh1IE,Motivation For Youtubers #6 LAST ONE,2016-05-24,179,169348,6551,519
fN_RQFqaGHI,How Many Licks Does It Take To Get To The Center Of A Tootsie Pop?,2016-05-19,757,397962,12307,2501
hC3xW8xeCDs,Motivation For Youtubers #5,2016-05-15,148,213228,9141,571
xGJEPTCw9GU,18th Birthday QNA - Mom's Hair Dryer Age?,2016-05-07,232,410635,15805,865
FmjsePPBbdU,WORST MEMES AND TRENDS ON YOUTUBE!,2016-05-01,231,651067,13044,1336
lMLEcUXz6T8,Cereal Commentary,2016-04-28,339,183781,5762,635
BKJy7BFP3Is,WHERE IS MY COOKIE?????,2016-04-24,162,130362,12485,1207
1gfgZhW3YgU,"How Much Money Do Big Youtubers Make? (Pewdiepie, Markiplier, etc)",2016-04-22,228,127125,4804,448
VXmKt_1T0QM,Struggles Of Being A Youtuber,2016-04-19,194,158500,5738,1157
6XCUHLhdnEY,Reenacting Youtubers,2016-04-16,221,196866,7229,558
ttWTSskmxTA,Life Before And After Gamma (Insane) @GFuelEnergy,2016-04-13,161,63844,2461,704
5bCyFf8lSfk,Worst Thumbnails On Youtube #2 - Cringe,2016-04-10,133,296089,10279,551
ngVEpJs5A5s,Motivation For Small Youtubers #4 - Inspiration For Youtubers,2016-04-08,190,162077,7504,639
zjC48c3ptt0,Scheduled Uploaded 6 Months Ago (REACTION),2016-04-06,322,151339,5319,484
rS2sntC-lJI,Dude Perfect 3.0 - We Are Better,2016-04-04,193,741405,21491,1840
fG1N5kzeAhM,Dear Future Me (Scheduled Uploaded 6 Months Ago),2016-04-04,145,2543986,138587,12764
vT_gRRMjDi0,$100 GIVEAWAY PRANK (NO WEAPONS INVOLVED),2016-04-03,291,74137,1925,246
dfcPUqiivDY,GIVING AWAY $100 ITUNES GIFT CARDS,2016-04-01,130,169158,4754,487
4cX-w-ia0RU,Why Do Youtubers Ask For Likes?,2016-03-27,201,182782,12078,669
2nVjy-zd65Q,Making My Background More Epic,2016-03-26,208,63891,2618,360
xlzpD4GeBW0,Doing Youtube For Fun Or Views?,2016-03-23,225,63848,2676,304
8ZTy3K2QgOY,Pranks That Went Horribly Wrong,2016-03-19,274,2184997,90240,2937
k9zko79_3_I,Who Founded Faze? Who Created Faze Clan?,2016-03-18,325,2066552,72920,3756
fYnPyLfxSJg,Subscriber Goals For 2017,2016-03-09,234,89042,2968,1334
pBH_QL4JGcI,"20,000",2016-03-08,256,222482,6429,854
1wtFD9zSQO8,The Dreaded Unanswerable Question,2016-02-29,270,218448,5348,377
